,Unnamed: 0,artist_name,track_title,track_id,popularity,artist_genres,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre,lyrics,len,topic,release_date
854,8816,skillet,falling inside the black,4AVxmpwfXH7p4YyTbg9nS4,59,"alternative metal, christian alternative rock, christian music, christian rock",0.501,0.942,4.0,-3.127,0.0,0.0905,0.00197,0.0,0.182,0.461,92.967,rock,tonight sorrow take ahold leave cold wanna cold touch kind touch life wait time waste time leave cause barely leave fall black slip crack fall depths dream hear fall black slip crack fall depths fall inside black fall inside fall inside black source strength trade thing strand offer leave like hear scream aby wish desire leave cause barely leave fall black slip crack fall depths dream hear fall black slip crack fall depths fall inside black fall inside fall inside black black black black fall black slip crack ffffffalling black slip crack fall depths dream hear fall inside black hear fall inside black hear fall inside black hear fall inside fall inside fall inside black,115,sadness,2006
855,8817,paramore,looking up,3mzV0WDATjcpzcTNK2TLJw,47,"candy pop, modern rock, pixie, pop, pop emo, pop punk, rock",0.416,0.98,4.0,-2.175,1.0,0.108,0.000125,0.0,0.332,0.612,195.972,pop,things look finally think smile pull wrong right right honestly believe cross world asleep trade cause want dream anymore dream anymore fight give easily cheap shots away take grant die yesterday yesterday honestly believe cross world asleep trade cause want dream anymore dream anymore fight know world need band woahohohoh woahohohoh waste woahohohoh woahohohoh believe hang woahohohoh woahohohoh get start woahohohoh woahohohoh honestly believe cross world asleep trade cause want dream anymore dream anymore dream anymore dream anymore fight believe hang woahohohoh woahohohoh get start woahohohoh woahohohoh believe hang woahohohoh woahohohoh get start yeah get start,96,world/life,2009
856,8849,poison,i won't forget you,6WmVgLj2htklkU3SZOsItg,51,"album rock, classic rock, glam metal, hard rock, rock",0.287,0.84,6.0,-3.947,1.0,0.0404,0.0551,0.0225,0.21,0.649,202.903,rock,late night close eye think things look remember word say better lose love forget baby forget forget baby forget yeah head picture laugh think crazy things come forget baby forget forget baby forget fade away wouldn baby come forget baby forget forget baby forget yeah forget baby forget memories slowly fade forget baby forget plan forget baby,57,world/life,1986
857,8883,michael bublé,feeling good,3I09LQbHS3NSU46Ly3tPpR,66,"adult standards, canadian pop, jazz pop, lounge",0.535,0.548,1.0,-6.51,1.0,0.037,0.533,1.48e-06,0.123,0.477,115.144,pop,bird fly high know feel know feel breeze driftin know feel life feel good feel good fish know feel river run free know feel blossom tree know feel life feel good dragonfly know mean know butterfly havin know mean sleep peace mean world world bold world star shine know feel scent pine know feel freedom know feel life life life life feel good feel good feel good feel good,69,feelings,2005
858,8887,damien rice,delicate,5mb6SzBnxv1ywFSH9V3uxd,45,"acoustic pop, irish rock, irish singer-songwriter, neo mellow, singer-songwriter",0.34,0.144,5.0,-14.502,1.0,0.0419,0.684,0.00112,0.101,0.147,81.179,pop,kiss watch home scar delicate sorrow word borrow place know sing hallelujah mean sing live like sacred place look face delicate sorrow word borrow place know sing hallelujah mean sing sorrow word borrow place know sing hallelujah mean sing,39,music,2003
859,8891,cage the elephant,sell yourself,7zGu2TyT6Qqromnx7zbYdd,28,"modern alternative rock, modern rock, pov: indie, punk blues, rock",0.353,0.995,0.0,-1.23,1.0,0.197,0.00152,2.8e-05,0.248,0.283,155.114,blues,try paint mind stick middle scalpel hand operate riddle tongue tie knot forehead place label take inspiration carve table talk talk know type know exactly wanna money right think agree tear apart selfish greed sell fool sell need fight need sell fool sell sell memories shard lift snip little piece choke cancer wait release need operate fool mass leave fool mass talk talk know type know exactly wanna money right think agree tear apart selfish greed sell fool sell need fight sell fool sell sell sell sell fool sell need fight sell fool sell sell,95,obscene,2011
860,8913,the cab,temporary bliss,6Po2A4lsnVu0GrQ8Dy1nme,46,"neon pop punk, pop punk, vegas indie",0.455,0.908,5.0,-4.414,0.0,0.101,0.00234,0.0,0.0772,0.697,154.113,pop,come quarter past eye blind taste heaven knees help addict stand pain inflict morning hold tell point night give heartless lullaby gonna kill dream time baby mind cause sleep mess head slip sheet touch like temporary temporary freeze desire speak play wait heart wait fiending good light reason plead star tell tell point night give heartless lullaby gonna kill dream time baby mind cause sleep mess head slip sheet touch like temporary temporary lonely lonely baby call night try life want fall asleep cause sleep mess head slip sheet touch like temporary temporary sleep mess head feel like temporary,99,violence,2011
861,8919,misfits,scream,2uqQXl3CWniLE0Uhfb7izu,59,"horror punk, new jersey hardcore, new jersey punk, punk",0.375,0.979,1.0,-4.945,1.0,0.103,6.35e-05,0.0,0.151,0.111,106.525,rock,whoaohoh whoaahoh whoaohoh screeeeam chill run spine crawl brain freeze touch fear drive insane fight drag ohhhh silence hide ohhhh scream scream chill run spine crawl brain freeze touch fear drive insane fight drag ohhhh silence hide ohhhh scream scream scream hear scream drive insane fight drag ohhhh silence hide ohhhh scream scream scream scream hear hear scream hear hear scream scream scream,63,violence,1999
862,8930,erasure,breath of life,4QQV3L7iSVJpYeFdeoatUF,27,"new romantic, new wave, new wave pop, synthpop",0.654,0.808,1.0,-11.869,1.0,0.0352,0.0203,0.0554,0.0425,0.965,131.955,pop,point view cause mind mind tell cause leave choices know want life life want breathe comin gonna live time rest life comin tune cause drift tide moon night look treat right world world want life life want breathe comin gonna live time rest life comin comin gonna live time rest life comin,52,world/life,1992
863,8934,taylor swift,the story of us,6dTA6y0C2ReQklntzZl8l3,67,pop,0.516,0.784,4.0,-2.636,1.0,0.0563,0.00136,0.0,0.0499,0.552,139.787,pop,think tell story spark fly instantly people ones know place spot search room seat cause lately know simple complication lead fallout things wish know wall break stand crowd room speak die know kill like kill yeah know twist fate break story look like tragedy chapter nervously pull clothe try look busy best avoid start think tell story lose mind hold pride like hold scar end pretend tell miss know hear silence loud stand crowd room speak die know kill like kill yeah know twist fate break story look like tragedy look like contest like care like better battle hand armor fight things wish know story end soon stand crowd room speak die know kill like kill yeah know twist fate break story look like tragedy speak die know kill like kill yeah know twist fate cause go story look like tragedy,141,violence,2010
864,8941,pearl jam,even flow,6QewNVIDKdSl8Y3ycuHIei,77,"alternative metal, alternative rock, classic rock, grunge, hard rock, permanent wave, rock",0.394,0.944,10.0,-6.506,0.0,0.0761,0.00178,4.54e-06,0.298,0.265,105.338,rock,freezin rest head pillow concrete feelin maybe little better days yeah hand face see time familiar dark grin help look insane evenflow thoughts arrive like butterfly know chase away someday yeah begin life life life lyric commercial,37,world/life,1991
865,8947,trey songz,heart attack,25CA8QVJQrh5R05UUCaODM,53,"dance pop, r&b, southern hip hop, trap, urban contemporary",0.608,0.863,11.0,-4.87,1.0,0.131,0.0593,0.0,0.228,0.476,150.029,pop,woop turn light woah woah share common rare high climb inside wall break hearts care cause deep think give know feel like heart attack kill swear cry cause know hurt fuck worst pain woah know woah hurt fuck worst pain time know smile time frown believe survive cause slowly break hold close lose afraid lose give reason stay fell deep think give know feel like heart attack kill swear cry cause know hurt fuck worst pain woah know woah hurt fuck worst pain hurt cause wanna leave wanna leave keep lose afraid lose give reason stay fell deep think give know feel like heart attack kill swear cry cause know hurt fuck worst pain woah know woah hurt fuck worst pain,121,sadness,2012
866,8984,hollywood undead,been to hell,55ENgAZsQEQ6sdSJdc53QF,51,"alternative metal, modern rock, post-grunge, rap metal, rap rock",0.44,0.936,9.0,-3.551,1.0,0.182,0.000248,0.0,0.118,0.595,149.019,rock,welcome city bring knees breathe blindfold tight like follow night cause need roll boulevard pimp shark motherfucking riot die start better grab hold cause know fall apart think streets pave gold dirty dark hell devil fell hold soul sell live forever welcome world dream nightmares hell devil fell hold soul sell live forever welcome world dream nightmares welcome welcome lyric commercial,61,violence,2011
867,8991,ashlee simpson,pieces of me,7yXibbAYi4to5oQTeO738f,55,"dance pop, post-teen pop",0.532,0.807,2.0,-4.301,1.0,0.057,0.0584,0.0,0.114,0.759,87.183,pop,monday wait fade wednesday sleep phone ring hear darkness clear view come rescue fall fall fast hardly catch breath last like finally rest head real like feel know better know tell piece piece piece piece piece piece moody messy restless senseless care angry listen mission stop fall fall fast crash like finally rest head real like feel know better know tell piece piece piece know obvious write face go away yeah monday wait fade arm breathe like finally rest head real like feel know better know tell tell tell piece piece piece piece piece piece,95,sadness,2004
868,8994,chevelle,i get it,3K8hcmiEnCiVFqqHoMMz4q,52,"alternative metal, christian rock, nu metal, post-grunge",0.506,0.963,3.0,-3.805,1.0,0.0709,9.2e-05,0.000424,0.147,0.352,124.462,rock,ignore right make sense perfect person right wrong live imaginary life assume right wrong doom plenty dare catch count dare dare suffer dare right make sense perfect person right wrong live imaginary life press tannins double time touch life fail mention course fountains face face remorse fast restless blackmail like pen fetish force right make sense perfect person right wrong live imaginary life want want need take want want need want right make sense perfect person right wrong live imaginary life life life life,84,world/life,2007
869,9000,rise against,prayer of the refugee,4OSbctVD37ycS0H3rwRm72,66,"alternative metal, chicago hardcore, chicago punk, hardcore punk, modern rock, pop punk, post-grunge, punk",0.2,0.977,3.0,-3.494,0.0,0.159,0.00165,1.1e-05,0.259,0.39,195.711,pop,warm morning come soon tell stories better time place know pack bag leave dust place home life touch hold stand grind need help hold stand grind need help angry desperate hungry cold ones keep quiet tell sweat sleep calm safety home pull nail hold know hold stand grind need help hold stand grind need help open eye child break windows ash guide quiet longer sing live lose live reclaim hold stand grind need help hold stand grind need help hold need help stand grind hold need help hold need help stand grind hold need help stand grind,97,violence,2006
870,9019,neil sedaka,breaking up is hard to do,2x6pbpjVGjiWCcH89IK8AX,49,"adult standards, brill building pop, bubblegum pop, easy listening, rockabilly, soft rock",0.743,0.799,8.0,-5.466,0.0,0.0375,0.699,0.0,0.0635,0.965,116.112,pop,tell leave believe true girl live away leave heart misery cause blue break hard remember hold tight kiss night think break hard break hard know know true instead break wish make goodbye come baby start anew break hard break hard,40,sadness,1960
871,9029,coldplay,don't panic,2QhURnm7mQDxBb5jWkbDug,72,"permanent wave, pop",0.602,0.612,0.0,-8.409,1.0,0.0335,0.206,0.00607,0.107,0.453,122.062,pop,bone sink like stone fight home place grow live beautiful world yeah yeah live beautiful world bone sink like stone fight home place grow live beautiful world yeah yeah live beautiful world live beautiful world yeah yeah live beautiful world know cause yeah everybody somebody lean,46,world/life,2000
872,9057,the cardigans,lovefool,7aQjPecQdIuNd1sz3KCDhD,79,"lilith, new wave pop, permanent wave, pop rock, swedish pop",0.704,0.636,9.0,-6.029,1.0,0.0252,0.0344,0.0,0.35,0.89,111.845,pop,dear fear face problem longer know maybe mama tell shouldn bother ought stick surely deserve think pray fool fool fool pretend leave leave need leave leave need care lately desperately ponder spend nights awake wonder stay reason lead solution lose confusion care care long pray fool fool fool pretend leave leave need leave leave need care fool fool fool know need care,62,sadness,1996
873,9067,demi lovato,fix a heart,0fMhhdMdbC94rHHK63jwWu,43,"pop, post-teen pop",0.491,0.452,0.0,-7.86,1.0,0.0491,0.579,0.0,0.0907,0.455,160.227,pop,probably best want best best stick try sever tie end wound bind like pour salt cut bandaids know start cause bandage damage heart know wrong sure feel feel hold hand tight fight guess need time heal baby bandaids know start cause bandage damage heart yeah yeah miracle worker swear break yeah hop baby tell cruel like pour salt cut baby bandaids know start cause bandage damage heart baby bandaids know start cause bandage damage heart heart heart yeah heart,79,sadness,2011
874,9103,mac miller,frick park market,4zWAI3re2nG4MxYbnu6g43,50,"hip hop, pittsburgh rap, rap",0.592,0.808,6.0,-5.643,1.0,0.0598,0.0225,0.0,0.293,0.227,156.125,pop,turkey sandwich lettuce tomato bitch miller fuck crew live uncle hipster girl hips stir pittsburgh smoke paper swisher welcome rellim chronicle look monocle dodge obstacles gamble like bellagio cockaroach heroin cause talk dope type leave clean fuck shiny word tryin mansion room money gonna green guarantee slide stay blue press play start scratch template losers goin whats trendy game motherfuckers see city champion everybody second string need testify testify best best anybody goin leave fee world legs numb plan look need market hold care starve bitch fee world legs numb plan look need market need market stickers literally different shoe feel need fresher pair motherfuckers treat like second year fool better prepare know bout rhyme deadly frick market kick garbage sick bar boss stick watch college campus chill write planet earth fuck bout hardest fuck say different time rhyme punxsutawney feel starter martyr kill get harder time write wish rewind night kickin goin fuckin know lonely girl friend shit suggest hold fee world legs numb plan look need market hold care starve bitch fee world legs numb plan look need market need market yeah blue slide,186,obscene,2011
875,9113,nine inch nails,we're in this together,3aN2V18W3EiW7eg5tHALpF,51,"alternative metal, alternative rock, cyberpunk, electronic rock, grunge, industrial, industrial metal, industrial rock, nu metal, post-grunge, rock",0.551,0.683,0.0,-7.308,1.0,0.0345,0.000297,0.305,0.105,0.179,100.03,rock,impossible hold matter beat watch fate flow path choose stop world break awake sound peel apart skin pick pull try finger kill hate fear away disappear farther fall lose deeper wind inside stop world break go hold go hold go hold go hold stop queen mean,46,violence,1999
876,9121,702,where my girls at,4VSyH8AkIt3kaR5xIPFVVi,61,"contemporary r&b, girl group, hip pop, r&b",0.705,0.725,4.0,-7.435,1.0,0.0506,0.0352,0.0149,0.194,0.76,92.186,pop,property girl touch bluff cause cell wish cause girl try fail girls feelin hand repeat tryna need play girls feelin hand repeat tryna need violate cause hate decide mess chop size realize mess time girls feelin hand repeat tryna need play girls feelin hand repeat tryna need learn rule come close belong property leave girls feelin hand repeat tryna need play girls feelin hand repeat tryna need girls feelin hand repeat tryna need play girls feelin hand repeat tryna need,80,obscene,1999
877,9125,wreckless eric,whole wide world,4AHU8QRdwCUWxPC53cw4Hh,45,pub rock,0.752,0.54,5.0,-8.986,1.0,0.0768,0.561,0.000155,0.0919,0.882,114.217,rock,young mama say girl world probably live tahiti wide world wide world maybe bahamas caribbean blue weep tropical moonlit night tell wide world wide world wide world wide world hide wide world wide world hangin rain tryin pick girl eye fillin lonely tear girls world lyin tropical beach underneath tropical hide away heatwave hop long lyin sunsoaked beach caress warm skin year maybe share nextofkin wide world wide world wide world wide world hide wide world wide world wide world wide world hide yeah,84,world/life,1978
878,9137,scouting for girls,she's so lovely,0wG4gampO24nC7VKm5pxjg,61,talent show,0.496,0.857,0.0,-3.313,1.0,0.0649,0.0622,0.0,0.0495,0.619,167.144,pop,fill clothe look like girls vogue play cool think beautiful lovely lovely lovely lovely lovely lovely lovely lovely lovely lovely pretty fitty boyfriend pity flirty turn thirty girl get dirty know know know know know know bite shake hips make drool think beautiful lovely lovely lovely lovely lovely lovely lovely lovely lovely lovely stunner want years younger come discreetly say trick teach know know know know know know know know know know know know think lovely think lovely think lovely think lovely think lovely think lovely think lovely think beautiful lovely lovely lovely lovely lovely lovely lovely lovely lovely lovely know know know know know know know know know know know know know know know know know know,118,romantic,2007
879,9154,pet shop boys,always on my mind,2SWn864dJI5RNyrp3F4Kp1,55,"dance rock, new romantic, new wave, new wave pop, permanent wave, synthpop",0.533,0.889,7.0,-4.566,1.0,0.0362,0.00366,0.0593,0.338,0.579,124.768,pop,maybe treat good maybe little things say take time mind mind maybe hold lonely lonely time guess tell feel second best sorry blind mind mind tell tell sweet hasn die satisfy satisfy little things say take time mind mind tell tell sweet hasn die satisfy mind mind mind mind mind mind maybe treat good maybe maybe hold lonely lonely time guess tell maybe,63,night/time,2003
880,9156,my chemical romance,bulletproof heart,2EGF4JrisrJ4D4HOdTyYEO,57,"emo, modern rock, pop punk, pov: indie, rock",0.405,0.95,6.0,-2.8,1.0,0.071,0.00033,3.47e-06,0.108,0.383,139.715,pop,gravity mean pig away like yesterday away away away bulletproof heart hollowpoint smile runaway scar photograph dream getaway mile blow hole talk laser beam gun place bullet embrace come home cause everybody know want come save gravity mean pig away like yesterday away away away shoot room sure like company stop preach right cause care head get kind cramp know come ready motor get paper come home cause everybody know want tell truth save gravity mean pig away like yesterday away away away know hate go save black hopeless feel mean come reel hold heart darkness light shine fail leave strand go leave stand aren go leave stand aren go ones leave stand gravity mean destiny world away like yesterday away away away away yeah away away,127,sadness,2010
881,9164,pantera,cowboys from hell,2SgbR6ttzoNlCRGQOKjrop,72,"alternative metal, groove metal, hard rock, metal, nu metal, old school thrash, rock, texas metal",0.415,0.908,2.0,-9.701,1.0,0.0765,0.00437,0.0345,0.082,0.437,114.816,rock,come light stand tall touch showdown shootout spread fear gonna spread word land guy wear black tag turn comin cover take come reach better listen friend slow aim cowboys hell lyric commercial,32,violence,1990
882,9175,flogging molly,salty dog,5cttYnhe480emw7rofGZQ6,50,"celtic punk, celtic rock, punk",0.373,0.934,7.0,-6.581,1.0,0.085,0.00742,0.000184,0.398,0.776,79.949,pop,till turn blue nothin bollocks twist settle drink demons straight form hell nearly wipe floor victory puke fell asleep blacken banshee wail boot jail crawl boat gulf mexico till cortez come ash char blue smellin like salty hell belong anarchy scourge antichrist aboard cutthroat thieve ship go near drown stand deck till spanish come flog arse drag wreck throw rope neck watch dance death leave starvin crow hoverin like hungry whore fly pluck sight snarl say leave need bugger,79,violence,2000
883,9183,miley cyrus,butterfly fly away,2ZTCl6wQMDSMfY4s8GHZdj,60,pop,0.607,0.281,11.0,-12.632,1.0,0.0258,0.733,0.000123,0.29,0.468,134.977,pop,tuck turn light keep safe sound night little girls depend things like brush teeth comb hair drive look live home hard couldn sleep night scar things wouldn turn right hold hand sing caterpillar tree wonder dream wish wish worry hold tight promise come butterfly away butterfly away butterfly away wing stay dream come true butterfly away butterfly away wait know butterfly butterfly butterfly butterfly away butterfly away butterfly away,69,sadness,2009
884,9186,queen,seven seas of rhye,1e9Tt3nKBwRbuaU79kN3dn,45,"classic rock, glam rock, rock",0.31,0.893,2.0,-6.102,1.0,0.107,0.119,0.0176,0.248,0.427,126.343,rock,fear lord lady preachers descend earth sky command souls unbelievers bring seven seas rhye hear peer privy counselors stand naked eye destroy dare abuse trust swear seven seas rhye sister live mister possess belong forever forever forever mastermarathon flash thunderfire survive survive survive defy laws nature come alive go shoe shady senators good leave evil cry challenge mighty titan troubadours smile seven seas rhye like seaside like,67,violence,1974
885,9216,creed,stand here with me,5hrYXlDVIRKFlsaEbTn01S,46,"alternative metal, nu metal, post-grunge, rock",0.335,0.933,2.0,-4.465,1.0,0.0813,2.92e-05,1.53e-05,0.171,0.395,158.681,rock,reach help believe memories share truth right live show live word song stand yeah fear blind teach dream fall short life live unselfishly learn world bigger daily dose reality sing sing song stand sing,34,world/life,2001
886,9222,mudvayne,not falling,15TzkwxGNvM3RGib0YkH4T,52,"alternative metal, industrial metal, nu metal, rap metal",0.444,0.984,8.0,-4.997,1.0,0.146,2.22e-05,0.0899,0.0668,0.339,129.905,rock,know time little leave center reflect realize need middle pillar path like sinners cast stone stand crawl fall bleed demons drag stand crawl center fall calm bleed demons pull goodbye personalities conflict need live life feel glow center grow infect feel alive shovel dirt lime plant like seed cover earth sinners point finger stand crawl fall bleed demons drag stand crawl center fall calm bleed demons pull come play kill refuse body refuse stone cold refuse lead refuse follow bitter pills refuse fee refuse swallow fuel godless come play come play kill stand crawl fall bleed demons drag stand crawl center fall calm bleed demons pull,106,violence,2002
887,9224,iron maiden,still life,3N5wc4amONVIIkt9dPCmhu,33,"alternative metal, hard rock, metal, nwobhm, rock",0.242,0.826,9.0,-6.15,0.0,0.185,0.241,5.92e-05,0.559,0.171,158.989,rock,look pool dark depths face beckon plain know believe felt strange go insane doubt think head eye instead hours spend gaze pool draw know drain strength away ask stay nightmares spirit call nightmares leave life blood slowly drain away feel weaker know long join pool feel near begin clear nightmares come time nightmares peace mind clear know look hand hand jump right pool want drown forever nightmares forever call nightmares rest peace,72,violence,1983
888,9228,donny hathaway,a song for you,5spAjqC772iC2KzDvEkmSr,55,"chicago soul, classic soul, funk, neo soul, quiet storm, soul, southern soul",0.332,0.22,5.0,-13.157,1.0,0.036,0.821,0.000205,0.245,0.0719,100.196,jazz,place life time sing songs rhyme act life stag thousand people watch sing song know image hop treat unkindly darling important baby cause sing song teach precious secrets true hold come hide better word come listen hide place space time life friend life remember sing song place space time life friend life remember sing song sing song sing song sing song,61,world/life,1971
889,9240,rise against,give it all,6TTBhxnb9NYT7cz6aLOkBy,57,"alternative metal, chicago hardcore, chicago punk, hardcore punk, modern rock, pop punk, post-grunge, punk",0.582,0.942,2.0,-3.098,1.0,0.0637,0.000371,0.004,0.078,0.357,103.057,pop,break undertow hand pollution burn tongue cough word speak stop struggle float surface lungs reason sing reason belong bottom live trench lyric commercial,23,violence,2004
890,9264,lionel richie,hello,0mHyWYXmmCB9iQyK18m3FQ,56,soft rock,0.487,0.246,9.0,-14.104,0.0,0.0376,0.414,0.0,0.0983,0.0562,61.084,rock,inside mind dream kiss lips thousand time pass outside door hello look eye smile want arm open wide cause know know want tell lyric commercial,25,sadness,1983
891,9275,backstreet boys,just want you to know,17lJlBTeJZEC5r4m8kqrE4,52,"boy band, dance pop, pop",0.709,0.555,2.0,-3.506,1.0,0.0348,0.000269,0.0,0.0804,0.638,106.0,pop,look picture give smile forget protect night wrap finger mind days blend cause stay night yeah want know fight days nights wish believe come want know doors close try ahead deep inside wish instead dream slip away lose lose fake cause fight days nights wish believe come want know,49,sadness,2005
892,9295,james blunt,goodbye my lover,6gxycjJNMgmAyfzUXBN80P,67,neo mellow,0.432,0.261,4.0,-12.591,1.0,0.0512,0.953,0.00342,0.0903,0.273,89.567,pop,disappoint feel guilty judge frown cause begin blind know take eternal right take soul night stop care touch heart touch soul change life goals blind know heart blind kiss lips hold hand share dream share know know smell addict goodbye lover goodbye friend goodbye lover goodbye friend dreamer break spirit dream remember remember see see smile watch sleep father child spend lifetime know fear know doubt fine swear true live goodbye lover goodbye friend goodbye lover goodbye friend hold hand asleep bare soul time kneel feet goodbye lover goodbye friend goodbye lover goodbye friend hollow baby hollow hollow hollow baby hollow hollow,102,romantic,2005
893,9337,wiz khalifa,say yeah,3GzjG6Qah8cplpj5YAURLK,47,"hip hop, pittsburgh rap, pop rap, rap, southern hip hop, trap",0.751,0.806,11.0,-6.1,1.0,0.0602,0.0236,0.0,0.134,0.685,142.015,pop,yeah yeah yeah night niggas round throw money bitch grind bring bring black truck hoe lap niggas lean diddy bop pop say let pop look drop little mama certify need slide pole grind slow hell count dough come blow brain try know fill juicy buck peel young pimp grab chick chill club stack dub drop like bring dog cause hoe niggas stunt like care throw money yeah high drink dance pocahontas rain dance talk dough rain cause flow retard sorta like rain borderline insane look dam damn nigga get money change smell haze scent know game plan try smack game plan mama work dollar drop slow stop lot smoke roll shawty come wanna roll yeah say listen grande smoke bomb fill buck peel young pimp grab chick chill roll money hand yeah throw money yeah roll money hand yeah throw money yeah,142,obscene,2008
894,9341,spandau ballet,true,10I09MLZCY4pK37XxAfkw0,68,"new romantic, new wave, new wave pop, sophisti-pop, synthpop",0.777,0.521,0.0,-8.443,1.0,0.0277,0.359,0.11,0.0594,0.335,97.623,pop,huuh huuh true funny time line dream head heel sound soul sound buy ticket world come hard write line want truth say huuh know true huuh know true thrill head pill tongue dissolve nerve begin listen night long sound soul sound slip hand sand time seaside arm write line want truth know huuh know true huuh know true buy ticket world come hard write line want truth say huuh know true huuh know true true true true true true true true huuh know true huuh know true true true know know know true true true true huuh true know true true huuh true know true true huuh true know true know know know true true huuh true know true,119,romantic,1983
895,9381,ed sheeran,small bump,4z1O25cq9g2kuJemmUxc21,57,"pop, singer-songwriter pop, uk pop",0.81,0.436,10.0,-12.683,1.0,0.0717,0.689,0.000151,0.11,0.446,119.973,pop,small bump unborn months bring life leave hair mother eye hold body hand gentle scan unmake plan small bump months bring life whisper quietly truth inside future wrap finger round thumb hold tight wrap finger round thumb hold tight right small bump unknown grow skin smile like dimple beneath chin finger nail size half grain eyelids close soon open wide small bump months open eye hold tightly tell truth inside future wrap finger round thumb hold tight wrap finger round thumb hold tight right tiny feet half asleep leave right couple weeks safe cause wrap finger round thumb hold tight wrap finger round thumb hold tight right small bump unborn months tear life maybe need unaware,116,romantic,2011
896,9391,cream,badge,08xsXR637CEqbxJmpFcuSA,49,"album rock, blues rock, british blues, classic rock, folk rock, hard rock, psychedelic rock, rock, singer-songwriter, supergroup",0.596,0.575,4.0,-14.254,0.0,0.04,0.449,0.000104,0.0839,0.745,107.573,blues,thinkin bout time drive thinkin drive thinkin bout lay table tell wander round dark tell bout swan live tell bout marry tell light go notice wheel go round better pick grind bring curtain bring curtain wooooh yeah yeah yeah yeah yeah yeah talkin bout girl look like time queue cry away life fell cradle,54,obscene,1969
897,9406,poison,unskinny bop,1Z6lKdYhwp8WYoBqGCKxlM,59,"album rock, classic rock, glam metal, hard rock, rock",0.574,0.93,1.0,-2.949,1.0,0.0413,0.0657,7.78e-06,0.108,0.69,92.303,rock,jumpy yeah like gasoline want pump leave yeah time touch want stop come push floor go head unskinny blow away unskinny night unskinny love play unskinny nothin look funny bite act strange be lyric commercial,35,obscene,1990
898,9415,ja rule,i'm real,6MLsahMK3VvH9NUwXOktdS,64,"dance pop, pop, urban contemporary",0.708,0.587,11.0,-7.93,0.0,0.151,0.273,0.0,0.0718,0.554,83.46,pop,real murda lopez rule motherfkin rule blowin analyzin game game choose bring pain pussy niggas pussy hoe tell room makin room hold judge help holla like appetite lovin hunger pain feelin sexy gonna comfort problem insecurity rule tire bein yeah yeah sick arguin phone yeah yeah tellin friends yeah yeah nigga understand rule cause real walk talk cause real stare look style hair cause real smile smell drive wild cause real girl thinkin bout relationship wanna know good get cause worst time best time time parttime lookin smilin laughin like wasn knowin growin gettin marry hard lovin straight thuggin bitch doin shit nuttin poppin hoppin ride benz hair blowin wind glistenin skin nasty know baby repeat people lovin hatin treatin ungratefully knowin makin breakin life live limit breathe baby breathe people screamin deal tell niggas mind hear cause live life limit breathe baby breathe repeat repeat till,147,obscene,2001
899,9432,kelly clarkson,dark side,2X1Z1k5wftCspyRLrqVCza,39,"dance pop, pop, talent show",0.559,0.86,7.0,-4.04,1.0,0.05,0.0991,0.0,0.292,0.292,118.969,pop,ohoh noohoh place know pretty go away stay hurt push return remind remind everybody dark picture perfect know dark like black dust hard know remind everybody dark picture perfect know dark away away tell stay promise stay away away promise stay promise stay everybody dark picture perfect know dark away away away promise stay,54,sadness,2011
900,9434,japan,life in tokyo,7mJl9BQhvdao4M8s5houTL,33,"melancholia, new romantic, new wave, synthpop",0.714,0.504,5.0,-12.037,1.0,0.0337,0.00509,4.22e-05,0.425,0.735,119.849,pop,leave inside lose sentimental care sound distant live welcome high society artificial care life cruel life tokyo life cruel life tokyo vehicle head sunset providence build house care life cruel life tokyo life cruel life tokyo,36,world/life,1981
901,9451,akon,keep you much longer,6yDvLWVeAdIFTmEZYyqEQl,56,dance pop,0.714,0.945,0.0,-3.225,1.0,0.0484,0.133,0.0,0.131,0.61,120.026,pop,wish longer know gotta cause things wish longer busy girl like wish stop maybe wish stop wish stop maybe wish stop table turn finally learn make go concern confirm spread wing learn darkness night light long eye sight long alive baby wanna wish longer know gotta cause things wish longer busy girl like wish stop maybe wish stop wish stop maybe wish stop mind racin paper chasin say basement playin agent replacement girl hold statement darkness night light long eye sight long alive baby wanna wish longer know gotta cause things wish longer busy girl like wish stop maybe wish stop wish stop maybe wish stop baby know exactly teach gotta money come spend precious time know gotta drivin crazy want girl yeah wish longer know gotta cause things wish longer wish wish longer busy girl like wish stop maybe wish stop wish stop maybe wish stop wish longer wish baby know gotta cause things wish longer wish baby busy girl like wish stop maybe wanna longer wish stop wish stop maybe wanna longer wish stop wanna longer wanna longer,180,sadness,2008
902,9454,ashanti,unfoolish,6dZ6qWl1e9GsMndBG7vqB9,64,"dance pop, hip pop, r&b, urban contemporary",0.701,0.692,9.0,-4.67,0.0,0.115,0.699,0.0,0.177,0.688,90.193,pop,days cold hurt heart run days cold hurt heart run think strength finally leave break heart tell lie look like head right give take days cold hurt heart run days cold hurt heart run brain lay night have fuss fight proud mistake thinkin bout runnin days cold hurt heart run days cold hurt heart run spectacular lick neck shiver tongue deliver chill spine wine candlelight tonight alright fuck cool déjà blunt spark finger fuck pissy bacardi dark remember play legs beg stop know head straight mother marriott spot sister damn miss giggle wiggle know suit meridian trip carribean tonight end cry bump grind leave tonight days cold hurt heart run cry bump grind leave tonight,115,sadness,2002
